Date,Open,High,Low,Close,Volume
2024-09-17,1870.4672,1880.7426,1865.0894,1875.0768,2793127
2024-09-18,1861.8242,1861.8242,1806.6538,1817.0732,6385468
2024-09-19,1834.7911,1848.5237,1804.2529,1819.0417,7976570
2024-09-20,1829.4133,1839.0165,1793.3052,1830.1335,15242974
2024-09-23,1833.2546,1842.7618,1803.9167,1821.2025,3636672
2024-09-24,1813.0878,1835.0792,1797.1465,1823.2672,7277616
2024-09-25,1811.5034,1826.1483,1802.3324,1820.0984,4268341
2024-09-26,1822.4989,1841.8493,1817.8894,1824.8517,8952803
2024-09-27,1855.4381,1896.2518,1827.7809,1831.094,14908931
2024-09-30,1805.4054,1825.8122,1796.2823,1801.1799,6986955
2024-10-01,1800.6038,1833.2066,1800.6038,1828.7892,4029072
2024-10-03,1814.5283,1835.9915,1806.3655,1818.2736,7503887
2024-10-04,1814.5764,1876.5652,1811.1673,1842.0416,10001483
2024-10-07,1846.8912,1864.9453,1840.025,1857.5509,6112575
2024-10-08,1861.0079,1880.2623,1830.7097,1871.2354,5637391
2024-10-09,1875.0767,1898.5565,1867.9222,1875.2687,4857163
2024-10-10,1880.2143,1886.0723,1838.1522,1842.8578,4782119
2024-10-11,1841.8975,1869.7468,1834.3109,1858.319,4709431
2024-10-14,1855.4861,1891.3541,1854.4777,1881.1747,3751378
2024-10-15,1882.231,1912.4331,1874.3084,1881.5588,5353705
2024-10-16,1877.4294,1881.799,1840.313,1843.9142,3111512
2024-10-17,1858.415,1899.5169,1853.5655,1890.0096,8162822
2024-10-18,1818.6578,1859.9995,1795.0818,1805.0211,10526196
2024-10-21,1816.0649,1823.4594,1765.0718,1779.2366,4654601
2024-10-22,1784.4702,1803.2926,1773.6666,1778.1321,4125240
2024-10-23,1772.0341,1811.1672,1770.8337,1799.0671,4311910
2024-10-24,1787.5432,1809.2464,1786.1987,1789.4158,2906475
2024-10-25,1789.5118,1801.9,1773.1384,1788.1675,4689120
2024-10-28,1785.9107,1807.2299,1783.3179,1791.3365,7018940
2024-10-29,1792.9391,1798.3781,1776.4278,1786.4318,4621252
2024-10-30,1779.3416,1786.1404,1744.7163,1750.301,5919715
2024-10-31,1736.5093,1736.5093,1696.2992,1706.7402,7395236
2024-11-01,1713.7817,1715.2386,1701.6896,1710.2366,371966
2024-11-04,1674.9315,1716.2099,1668.6183,1712.9562,7336722
2024-11-05,1709.411,1717.6181,1694.8422,1703.7777,3160880
2024-11-06,1713.2962,1774.6795,1711.985,1771.2802,10421494
2024-11-07,1760.8391,1773.2226,1735.635,1751.2238,4550965
2024-11-08,1765.744,1787.6944,1761.0334,1777.3505,4210960
2024-11-11,1776.4277,1814.3067,1770.1632,1806.6338,3804234
2024-11-12,1817.3176,1826.933,1807.5079,1815.0837,5012450
2024-11-13,1807.6051,1819.3573,1802.9431,1814.6953,4257495
2024-11-14,1811.9757,1822.0768,1802.6516,1810.9559,4311431
2024-11-18,1796.0471,1796.0471,1743.4051,1759.3822,4839244
2024-11-19,1773.0284,1806.2453,1768.2207,1772.2999,4669769
2024-11-21,1789.0541,1813.3355,1768.2692,1781.3326,5436504
2024-11-22,1800.8063,1859.0331,1781.284,1847.5723,6301486
2024-11-25,1860.9271,1864.1323,1827.9044,1835.3831,12764638
2024-11-26,1850.1946,1882.8774,1842.7646,1868.8428,6850495
2024-11-27,1874.6218,1885.597,1856.7992,1869.1827,4447143
2024-11-28,1859.8586,1859.8586,1798.4267,1803.283,8468790
2024-11-29,1797.8925,1823.0481,1791.9679,1804.4485,5244346
2024-12-02,1805.5655,1828.6815,1782.4496,1825.7677,2868263
2024-12-03,1832.7606,1845.1441,1817.3662,1837.714,4715792
2024-12-04,1829.8468,1858.9359,1821.1055,1834.9459,4705573
2024-12-05,1845.387,1893.8527,1834.6545,1879.2352,9050038
2024-12-06,1877.2443,1882.2462,1857.4306,1867.1432,3573331
2024-12-09,1868.8913,1874.7188,1842.6674,1868.3572,4274645
2024-12-10,1883.266,1909.1014,1876.4672,1892.5415,6174921
2024-12-11,1898.8061,1921.145,1895.8923,1917.4056,5025612
2024-12-12,1918.4254,1941.3471,1913.9091,1929.8862,6462130
2024-12-13,1913.1321,1948.7772,1897.6406,1942.2212,5362693
2024-12-16,1938.0934,1942.1241,1920.7565,1923.1361,3119221
2024-12-17,1911.4325,1925.0301,1901.7199,1919.7853,5811050
2024-12-18,1910.267,1927.8952,1905.2164,1922.262,3064095
2024-12-19,1878.4098,1903.4196,1864.8122,1890.259,5323592
2024-12-20,1918.3769,1923.0388,1856.3136,1866.9003,11056720
2024-12-23,1874.5732,1884.2372,1854.1283,1868.9885,2781793
2024-12-24,1871.6595,1886.1797,1787.1116,1854.1769,2360544
2024-12-26,1854.1769,1864.5693,1847.621,1852.5743,3623321
2024-12-27,1854.5168,1868.8428,1849.1749,1861.6555,3937500
2024-12-30,1860.6356,1860.927,1832.275,1851.2145,7789055
2024-12-31,1837.9083,1842.4731,1792.0164,1825.9618,3613063
2025-01-01,1820.1343,1838.5396,1820.1343,1828.39,1838368
2025-01-02,1832.7607,1906.2363,1831.1096,1901.5742,7083645
2025-01-03,1896.815,1896.815,1866.7546,1883.0232,6218003
2025-01-06,1895.8923,1916.2887,1872.5822,1882.149,7164403
2025-01-07,1889.0935,1902.2541,1868.3572,1875.3502,4294832
2025-01-08,1874.5246,1882.8774,1834.4603,1877.5841,5482050
2025-01-09,1878.4584,1895.7467,1855.6338,1862.1898,6833503
2025-01-10,1881.3234,1920.9507,1876.7099,1910.4125,8036913
2025-01-13,1899.7773,1925.807,1892.9785,1905.7991,5804152
2025-01-14,1912.258,1915.1233,1875.5931,1884.2859,5792162
2025-01-15,1891.036,1901.7684,1881.4205,1893.6099,2985439
2025-01-16,1909.4413,1910.4125,1861.7526,1873.0192,7533579
2025-01-17,1797.7954,1804.5942,1759.9164,1763.2672,16409953
2025-01-20,1770.5517,1775.408,1741.6084,1761.1792,4333011
2025-01-21,1766.7638,1779.0016,1741.5111,1748.9412,7169109
2025-01-22,1755.4487,1812.1701,1753.2634,1803.0887,8373913
2025-01-23,1804.5941,1825.5248,1799.4464,1811.83,5907471
2025-01-24,1811.8786,1840.4336,1810.6646,1821.5426,4887027
2025-01-27,1795.6101,1809.4505,1759.9165,1769.629,7652371
2025-01-28,1777.3991,1809.9362,1772.4457,1777.1562,6999495
2025-01-29,1791.9679,1834.3632,1787.5972,1827.1759,5145155
2025-01-30,1819.3087,1832.9548,1790.9965,1806.488,7336056
2025-01-31,1817.2206,1842.9103,1817.2206,1825.7677,5820470
2025-02-01,1826.2533,1836.2572,1792.9392,1798.1354,1701402
2025-02-03,1783.2266,1822.6111,1779.7301,1809.7419,4823228
2025-02-04,1834.7032,1856.265,1821.1056,1844.2216,7334787
2025-02-05,1851.2144,1864.5206,1839.8508,1842.5217,4996744
2025-02-06,1861.8983,1868.6971,1845.387,1860.5872,4765255
2025-02-07,1864.1322,1868.4056,1835.1401,1848.932,4126260
2025-02-10,1850.2433,1850.2433,1824.6021,1826.2533,3828734
2025-02-11,1828.9728,1848.3008,1816.2493,1821.7369,4411601
2025-02-12,1830.8182,1840.1423,1793.9105,1809.5963,5633947
2025-02-13,1814.7925,1819.6488,1782.8868,1790.2683,5237744
2025-02-14,1800.7092,1805.857,1775.7965,1803.0403,5292961
2025-02-17,1785.7032,1799.495,1769.7746,1789.3455,4428956
2025-02-18,1789.3456,1808.1394,1784.7806,1798.7181,4365260
2025-02-19,1794.2989,1796.0471,1753.9918,1758.751,4611411
2025-02-20,1753.6519,1778.3703,1753.6519,1772.6885,2218020
2025-02-21,1769.4348,1777.2533,1754.2831,1762.8302,3379879
2025-02-24,1748.3099,1756.0314,1699.9413,1713.3932,7594720
2025-02-25,1694.988,1727.3308,1694.988,1716.8898,5092963
2025-02-27,1704.749,1724.8055,1700.7669,1713.5875,5757079
2025-02-28,1704.6034,1704.6519,1634.0901,1639.1892,12182167
2025-03-03,1643.6571,1678.9137,1643.6571,1659.4885,7504969
2025-03-04,1646.2795,1650.1645,1621.9981,1639.7721,6759673
2025-03-05,1643.8027,1683.1386,1643.8027,1662.3052,8180782
2025-03-06,1665.7046,1672.7948,1642.4916,1666.5302,10610547
2025-03-07,1654.1465,1655.992,1627.3399,1637.5381,8019331
2025-03-10,1637.5381,1669.5895,1628.0197,1652.5439,7558981
2025-03-11,1631.7105,1631.7105,1589.9951,1613.8394,12671234
2025-03-12,1589.8494,1589.8494,1518.8506,1545.123,14870008
2025-03-13,1553.2816,1559.8862,1525.1638,1534.4392,7822888
2025-03-17,1500.7368,1548.1826,1500.7368,1544.3462,7526032
2025-03-18,1544.3462,1544.3462,1544.3462,1544.3462,0
2025-03-19,1556.9239,1556.9239,1527.592,1540.9468,7387068
2025-03-20,1546.2401,1584.9933,1546.2401,1569.1133,7186750
2025-03-21,1532.5939,1557.798,1518.705,1546.7743,10074677
2025-03-24,1552.019,1560.906,1527.4948,1546.9685,8857726
2025-03-25,1558.8663,1589.121,1558.8663,1581.6422,9890140
2025-03-26,1579.2629,1590.6751,1549.1539,1553.476,6651302
2025-03-27,1549.6881,1573.3866,1540.4125,1557.4581,9426573
2025-03-28,1544.2976,1552.5046,1515.1599,1525.5038,6799047
2025-04-01,1495.0062,1502.922,1474.2213,1482.6227,12680733
2025-04-02,1491.0727,1510.9349,1491.0727,1505.593,6193478
2025-04-03,1490.5384,1490.5384,1442.3641,1453.485,10459504
2025-04-04,1418.5198,1429.6892,1406.3791,1409.9242,9590254
2025-04-07,1313.1386,1365.4893,1269.432,1356.6023,21715252
2025-04-08,1389.8678,1414.6348,1374.3277,1387.7311,12805001
2025-04-09,1364.6637,1368.9371,1342.1791,1363.3524,8546854
2025-04-11,1370.6856,1397.4437,1356.8938,1368.9373,12567440
2025-04-15,1404.0481,1406.0877,1368.5001,1385.0115,10178530
2025-04-16,1384.0403,1386.4684,1356.6509,1372.4823,12022740
2025-04-17,1357.8162,1388.7022,1338.6825,1378.6982,14264227
2025-04-21,1369.4715,1429.4951,1369.4715,1409.293,15648970
2025-04-22,1398.6091,1398.6091,1378.5042,1381.9036,9399738
2025-04-23,1404.4365,1445.0351,1398.2205,1432.5059,11136642
2025-04-24,1427.6497,1440.276,1419.4911,1429.1066,7114292
2025-04-25,1433.0887,1458.5356,1421.4336,1437.6536,8329979
2025-04-28,1437.6535,1446.7833,1423.1819,1439.4989,5886253
2025-04-29,1439.4019,1466.4029,1431.729,1454.4564,8056743
2025-04-30,1453.7765,1465.4316,1439.9846,1456.9816,7704183
2025-05-02,1456.5931,1479.4176,1453.1937,1463.5862,7402310
2025-05-05,1471.4534,1479.2234,1459.6041,1465.2373,4282493
2025-05-06,1462.7119,1472.036,1456.0102,1468.0538,4270530
2025-05-07,1456.8844,1475.1441,1453.5822,1464.9459,5691799
2025-05-08,1464.6546,1472.9103,1458.05,1467.9569,8424409
2025-05-09,1457.5643,1467.9568,1451.154,1464.266,4478653
2025-05-12,1492.821,1585.0903,1487.9647,1580.137,11372857
2025-05-13,1562.7514,1565.8593,1519.6275,1523.5126,12846210
2025-05-14,1528.7574,1549.1538,1524.3867,1546.6285,4870057
2025-05-15,1544.1033,1572.0754,1525.8436,1566.6364,11151167
2025-05-16,1566.2479,1566.2479,1536.0419,1544.2004,4576751
2025-05-19,1531.1855,1539.4412,1510.9833,1514.9656,8855798
2025-05-20,1524.8724,1537.9843,1513.2173,1515.7426,7143998
2025-05-21,1522.8328,1525.8437,1507.4869,1523.4155,4157309
2025-05-22,1510.7891,1515.9368,1495.7346,1503.019,6158990
2025-05-23,1505.4473,1541.5779,1505.4473,1519.8219,5038421
2025-05-26,1521.5701,1538.2757,1517.7821,1535.0706,3170102
2025-05-27,1534.488,1537.4017,1511.6634,1524.9696,7775714
2025-05-28,1535.5562,1542.0636,1524.8724,1526.6207,3623370
2025-05-29,1543.3263,1562.6544,1531.2827,1540.024,8609500
2025-05-30,1547.3125,1548.2974,1531.6522,1539.1376,13148092
2025-06-02,1536.4783,1536.4783,1515.7949,1530.3718,4374509
2025-06-03,1535.4934,1543.6683,1512.4462,1519.7346,6853403
2025-06-04,1519.7346,1533.819,1518.1587,1527.8109,4548307
2025-06-05,1524.5607,1544.0621,1518.3557,1530.8643,6948539
2025-06-06,1531.2582,1545.2441,1519.8331,1540.2211,3960020
2025-06-09,1554.2069,1564.0561,1547.3125,1549.1838,2903202
2025-06-10,1560.1165,1583.2622,1553.7145,1571.9355,8591925
2025-06-11,1566.1244,1609.9535,1566.1244,1606.5062,10597410
2025-06-12,1592.6188,1603.453,1574.0038,1584.3455,10483574
2025-06-13,1552.237,1584.7394,1546.5244,1577.845,6968315
2025-06-16,1575.8752,1610.1505,1573.0189,1599.3164,5591842
2025-06-17,1596.263,1622.5605,1591.2399,1615.1736,7622083
